,formula,full_name,ave_ele_diele,ave_ion_diele,band_gap,cbm_d,cbm_f,cbm_p,cbm_s,formation_energy,vbm_d,vbm_f,vbm_p,vbm_s,ave_bec,bader_charge,bader_volume,nn_ave_ave_bec,nn_ave_bader_charge,nn_ave_eleneg,nn_max_ave_bec,nn_max_bader_charge,nn_max_eleneg,nn_min_ave_bec,nn_min_bader_charge,nn_min_eleneg,o2p_center_from_vbm,Bi,Ag,O,vacancy_formation_energy,Hg,Au,Ge,Al,Pb,Zn,As,Cu,Sb,Mo,Tl,B,Ba,Ca,Pd,Cd,Pt,Ce,Hf,In,Ga,La,Ta,Mg,Si,Sc,Sn,Ti,Y,Zr,Nb,Na,Sr,V,Li,Be,W,Cr,Cs,K,Re,Rb
0,Ag2BiO3,Ag2BiO3_Va_O1,12.922059666666668,11.664903333333333,0.44959999999999933,0.10487116054744286,0.0,0.6393214486049811,0.25580739084757587,-0.9207718288888884,0.41972201053534497,0.0,0.48863938771448734,0.09163860175016739,-2.3186166666666668,-1.33899,15.993049,1.7379205091890484,0.9791650761390974,2.2889819512441867,5.072610000000001,3.076569,2.02,1.0425766666666667,0.5549809999999997,1.93,3.1226430495135507,0.36704218838014147,0.41709810679206133,0.21585970482779734,1.636971740000158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Ag2BiO3,Ag2BiO3_Va_O2,12.922059666666668,11.664903333333333,0.44959999999999933,0.10487116054744286,0.0,0.6393214486049811,0.25580739084757587,-0.9207718288888884,0.41972201053534497,0.0,0.48863938771448734,0.09163860175016739,-2.491476666666667,-1.3225319999999998,13.846707,1.507305638493373,0.8532040012330449,2.294549722669377,5.072610000000001,3.076569,2.02,1.0425766666666667,0.5860850000000006,1.93,3.63038471462147,0.309797636414665,0.46724346597470134,0.22295889761063376,2.3498697200001377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Ag2BiO3,Ag2BiO3_Va_O3,12.922059666666668,11.664903333333333,0.44959999999999933,0.10487116054744286,0.0,0.6393214486049811,0.25580739084757587,-0.9207718288888884,0.41972201053534497,0.0,0.48863938771448734,0.09163860175016739,-2.24946,-1.2783119999999997,13.43845,1.5759115282654594,0.8777926616079049,2.2652260903669967,5.072610000000001,3.074522,2.02,1.0425766666666667,0.5498969999999996,1.93,3.5244642768484287,0.31439665501065417,0.482338185111175,0.20326515987817081,2.222248000000386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Ag2HgO2,Ag2HgO2_Va_O1,9.138385333333334,2.1458973333333335,0.40700000000000003,0.3976866025460839,0.0,0.41268592260646775,0.18962747484744788,-0.45969821916666653,0.5755242129217274,0.0,0.33557912343693397,0.08889666364133887,-1.867816666666667,-1.1665830000000001,13.481161,0.9724158671152744,0.5893794563623526,2.131592184154538,1.8956,1.0948569999999993,2.0,0.9200166666666667,0.611656,1.93,3.5233215092811725,0.0,0.5000056039604157,0.11568928918872748,1.7423184099999478,0.38430510685085684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AgAuO2,AgAuO2_Va_O1,10.273909666666666,3.2848563333333334,0.5217,0.546481859071204,0.0,0.37777116575486375,0.07574697517393232,-0.4721402929166656,0.5440348024077697,0.0,0.3628978134844123,0.09306738410781805,-1.4653933333333333,-0.9331630000000004,11.543672,0.9972798594459378,0.6375096744217007,2.4581031543059733,1.8429633333333333,1.2161910000000002,3.44,-1.4653933333333333,-0.9316440000000004,1.93,4.16347088489565,0.0,0.3825662373205904,0.16829839896837026,2.31297225999999,0.0,0.4491353637110393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Al2Ge2O7,Al2Ge2O7_Va_O1,3.204407,4.862990666666667,3.2978,0.001531569105471033,0.0,0.29374596777223333,0.7047224631222961,-2.702367327272727,0.021508501396958493,0.0,0.9718579715966225,0.006633527006419064,-1.8875366666666669,-1.193829,12.641344,1.2399253377899504,0.8248410295275174,2.406341895839076,3.4584333333333332,2.216851,3.44,-1.9010300000000002,-1.2368880000000004,1.61,3.103427181710611,0.0,0.0,0.3821967891620815,5.416601799999976,0.0,0.0,0.24230442918116724,0.3754987816567512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Al2Ge2O7,Al2Ge2O7_Va_O2,3.204407,4.862990666666667,3.2978,0.001531569105471033,0.0,0.29374596777223333,0.7047224631222961,-2.702367327272727,0.021508501396958493,0.0,0.9718579715966225,0.006633527006419064,-1.9010300000000002,-1.2368370000000004,12.960881,1.2735835225103402,0.8429595564578923,2.3974576458626684,3.4584333333333332,2.216851,3.44,-1.8875366666666669,-1.1942149999999998,1.61,3.1016874057293666,0.0,0.0,0.37672783681692,5.411478320000137,0.0,0.0,0.24511426121926094,0.3781579019638191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Al2Ge2O7,Al2Ge2O7_Va_O3,3.204407,4.862990666666667,3.2978,0.001531569105471033,0.0,0.29374596777223333,0.7047224631222961,-2.702367327272727,0.021508501396958493,0.0,0.9718579715966225,0.006633527006419064,-1.7321199999999999,-1.1317709999999996,15.599957,0.7798758860914605,0.4750407924435068,2.72604428315262,3.4584333333333332,2.216959,3.44,-1.7285700000000002,-1.207008,2.01,2.596100957120228,0.0,0.0,0.5069556605513958,3.8145812599999633,0.0,0.0,0.4707885608589151,0.0222557785896891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Al2Ge2O7,Al2Ge2O7_Va_O4,3.204407,4.862990666666667,3.2978,0.001531569105471033,0.0,0.29374596777223333,0.7047224631222961,-2.702367327272727,0.021508501396958493,0.0,0.9718579715966225,0.006633527006419064,-1.7285700000000002,-1.206664,15.425847,0.760271318035256,0.5005306876201228,2.6131783167219456,3.4584333333333332,2.216851,3.44,-1.7321199999999999,-1.207008,1.61,2.043769290199058,0.0,0.0,0.4875975437453005,4.388867460000151,0.0,0.0,0.2771870291701144,0.2352154270845852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Al2O3,Al2O3_Va_O1,3.2576206666666665,6.876356,6.039299999999999,0.0,0.0,0.10461637157445078,0.8953836284255493,-3.4265510080000006,0.0,0.0,0.993313996991424,0.006686003008575806,-1.9625033333333333,-1.3659939999999997,10.579149,1.2952080860693655,0.9098292201933088,2.224895215865955,2.94375,2.0729670000000002,3.44,-1.9625033333333333,-1.3898070000000002,1.61,2.497321494687122,0.0,0.0,0.3360083146808497,7.69421869999986,0.0,0.0,0.0,0.6639916853191504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Al2PbO4,Al2PbO4_Va_O1,3.708021,14.354939333333334,3.8921,0.031925980323740374,0.0,0.8270801051891365,0.1409939144871234,-2.89378359,0.004984579792422816,0.0,0.8477991894298239,0.14721623077775312,-2.1016266666666668,-1.658455,17.13908,1.4944255081072975,1.161585329767756,2.273300437305284,3.0406766666666667,2.431176,2.33,2.5935433333333333,1.593362,1.61,2.391473835296565,0.0,0.0,0.2618216608453977,6.395135430000105,0.0,0.0,0.0,0.4823911197682053,0.25578721938639704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Al2PbO4,Al2PbO4_Va_O2,3.708021,14.354939333333334,3.8921,0.031925980323740374,0.0,0.8270801051891365,0.1409939144871234,-2.89378359,0.004984579792422816,0.0,0.8477991894298239,0.14721623077775312,-2.049193333333333,-1.5636150000000004,17.407756,1.5306141756338267,1.1823405737171586,2.2577006846753074,3.0406766666666667,2.431108,3.44,-2.03847,-1.639443,1.61,2.127479261236284,0.0,0.0,0.25322654547719126,6.474721879999729,0.0,0.0,0.0,0.4908066400060766,0.25596681451673214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Al2PbO4,Al2PbO4_Va_O3,3.708021,14.354939333333334,3.8921,0.031925980323740374,0.0,0.8270801051891365,0.1409939144871234,-2.89378359,0.004984579792422816,0.0,0.8477991894298239,0.14721623077775312,-2.03847,-1.639443,17.674985,1.4347926158008484,1.1369087586683448,2.271189956610316,3.0406766666666667,2.431108,3.44,-2.049193333333333,-1.5636150000000004,1.61,2.3477590408505455,0.0,0.0,0.27083679316565173,6.6248099899997985,0.0,0.0,0.0,0.4992206719493859,0.2299425348849624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Al2ZnO4,Al2ZnO4_Va_O1,3.365741,5.302893,4.4462,0.0,0.0,0.16406797807332885,0.8359320219266716,-3.021072628571428,0.10001326547851726,0.0,0.8967123907797427,0.003274343741740166,-1.94414,-1.2463680000000004,10.978704,1.4015334006426148,0.8650482418892395,2.1027476221326715,2.85495,1.862317,1.65,2.06666,1.1493070000000003,1.61,2.5696468980567397,0.0,0.0,0.2641048168338948,6.6551131699997175,0.0,0.0,0.0,0.49999999999999994,0.0,0.2358951831661052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Al4Bi2O9,Al4Bi2O9_Va_O1,4.355632666666667,9.627726000000001,2.6141999999999994,0.05843563694655389,0.0,0.836625448726243,0.1049389143272033,-2.857885394000002,0.008873440830473355,0.0,0.929458836385299,0.061667722784227164,-2.368586666666667,-1.591456,13.607511,1.457014848634341,0.9598878293537947,2.3848563900027937,4.146556666666666,2.486142,2.02,2.8797433333333333,2.173593,1.61,2.7629914986258335,0.2994450602809672,0.0,0.3563300083538784,5.484838260000183,0.0,0.0,0.0,0.3442249313651545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Al4Bi2O9,Al4Bi2O9_Va_O2,4.355632666666667,9.627726000000001,2.6141999999999994,0.05843563694655389,0.0,0.836625448726243,0.1049389143272033,-2.857885394000002,0.008873440830473355,0.0,0.929458836385299,0.061667722784227164,-2.0197966666666667,-1.5935579999999998,13.791632,1.0069758902889945,0.9428257042271717,2.2923045988216,2.8797433333333333,2.486142,1.61,2.8327466666666665,2.251777,1.61,2.525664865147771,0.016071867811207962,0.0,0.36924324208688786,7.171021660000301,0.0,0.0,0.0,0.6146848901019042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Al4Bi2O9,Al4Bi2O9_Va_O3,4.355632666666667,9.627726000000001,2.6141999999999994,0.05843563694655389,0.0,0.836625448726243,0.1049389143272033,-2.857885394000002,0.008873440830473355,0.0,0.929458836385299,0.061667722784227164,-2.1878433333333334,-1.506398,13.670179,1.4121768368032694,0.9313824017679448,2.3575196255115665,4.146556666666666,2.468699,2.02,2.8327466666666665,2.177623,1.61,2.820929043431028,0.2564533368955441,0.0,0.35102391113901255,5.552068420000419,0.0,0.0,0.0,0.39252275196544345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Al4Bi2O9,Al4Bi2O9_Va_O4,4.355632666666667,9.627726000000001,2.6141999999999994,0.05843563694655389,0.0,0.836625448726243,0.1049389143272033,-2.857885394000002,0.008873440830473355,0.0,0.929458836385299,0.061667722784227164,-2.18994,-1.4380559999999996,17.358706,1.8668170062144536,1.266310791219237,2.177139080811319,4.146556666666666,2.251777,2.02,2.8327466666666665,2.205652,1.61,2.1832794803488595,0.2354586168323036,0.0,0.2571590425738109,6.636335620000304,0.0,0.0,0.0,0.5073823405938855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,AlAgO2,AlAgO2_Va_O1,5.935813666666667,4.636687666666667,1.5705999999999998,0.3728787862123259,0.0,0.24485332350361833,0.3822678902840554,-2.3074725154166664,0.6292578066575738,0.0,0.30808519237459947,0.06265700096782667,-2.11577,-1.3144530000000003,11.411829,1.1801101775333833,0.7587547966120053,2.199252384575335,3.055903333333333,1.988568,3.44,-2.11577,-1.3144530000000003,1.61,3.7119728418301916,0.0,0.21572689763222871,0.28427310236777154,5.391392969999979,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,AlAsO4,AlAsO4_Va_O1,2.4325093333333334,1.8331763333333333,4.3858,0.007199629479184787,0.0,0.9859066646964288,0.006893705824386353,-2.444837554166667,0.008888157603395877,0.0,0.980330831104869,0.010781011291735233,-1.5525366666666667,-1.290393,21.56366,0.7762666666666669,0.612984068348909,2.6675,3.3997499999999996,2.633464,3.44,-1.5525366666666667,-1.296704,1.61,2.1081297060123902,0.0,0.0,0.49999999999999994,3.7700192500000274,0.0,0.0,0.0,0.24999999999999997,0.0,0.0,0.25000000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,AlCuO2,AlCuO2_Va_O1,4.823215333333334,3.7819380000000002,2.316399999999999,0.4443597352391957,0.0,0.1849112911812109,0.37072897357959345,-2.4172544249999994,0.7484965123835398,0.0,0.16892924472159138,0.08257424289486862,-1.9883966666666666,-0.9515219999999998,10.04545,1.2026081278330372,0.7817123956638654,2.158297795225521,2.9646333333333335,2.199786,3.44,-1.9883966666666666,-0.9515219999999998,1.61,4.28369627975872,0.0,0.0,0.2618816738675349,6.51019906,0.0,0.0,0.0,0.49999993976028567,0.0,0.0,0.0,0.23811838637217947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,AlSbO4,AlSbO4_Va_O1,4.032906333333333,6.779495333333333,1.722599999999999,0.01343324198611795,0.0,0.32190399416035065,0.6646627638535314,-2.5433669000000005,0.0016598777797714407,0.0,0.994374346236987,0.003965775983241599,-2.02018,-1.5195379999999998,12.901037,0.9103177549463759,0.6930149726895337,2.597103509660969,4.604936666666666,3.4463939999999997,3.44,-2.02018,-1.5112829999999997,1.61,2.911445950223812,0.0,0.0,0.49826415483895237,4.638389600000105,0.0,0.0,0.0,0.33064469446630573,0.0,0.0,0.0,0.0,0.17109115069474196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,AlSbO4,AlSbO4_Va_O2,4.032906333333333,6.779495333333333,1.722599999999999,0.01343324198611795,0.0,0.32190399416035065,0.6646627638535314,-2.5433669000000005,0.0016598777797714407,0.0,0.994374346236987,0.003965775983241599,-1.9481333333333335,-1.500165,12.858092,1.0739639735779933,0.8115828198378765,2.672896490339031,4.604936666666666,3.4463939999999997,3.44,-2.02018,-1.5195379999999998,1.61,3.6551000107041887,0.0,0.0,0.5017358451610477,4.367477630000062,0.0,0.0,0.0,0.16935530553369418,0.0,0.0,0.0,0.0,0.3289088493052581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,AlTl(MoO4)2,AlTl(MoO4)2_Va_O1,3.5213699999999997,6.577614666666666,3.6199,0.6799506062758067,0.0,0.30962389059054907,0.010425503133644518,-2.2039454869444457,0.02020636584681138,0.0,0.9076827254445088,0.07211090870867967,-1.836903333333333,-1.1277739999999996,18.213497,0.9406789497334632,0.6035592605003904,2.652854469642616,4.666736666666666,2.70636,3.44,-1.836906666666667,-1.1414679999999997,1.61,2.43482308872648,0.0,0.0,0.49500038774754795,5.767282610000061,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.24744524186804687,0.09088770371773845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,AlTl(MoO4)2,AlTl(MoO4)2_Va_O2,3.5213699999999997,6.577614666666666,3.6199,0.6799506062758067,0.0,0.30962389059054907,0.010425503133644518,-2.2039454869444457,0.02020636584681138,0.0,0.9076827254445088,0.07211090870867967,-1.1455633333333335,-0.980588,20.216606,0.5164717839090137,0.37306108615536043,2.696436591072152,3.44065,2.70636,3.44,-1.1455633333333335,-0.9805979999999996,1.62,1.8992305510925565,0.0,0.0,0.5149988367573559,5.220849480000092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2576642743958596,0.22733688884678455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,As2O3,As2O3_Va_O1,3.9215056666666666,4.464190666666667,3.3312,0.065577095306823,0.0,0.7470505914536735,0.1873723132395036,-1.6290845505,0.016490419666487035,0.0,0.8322899784503707,0.1512196018831425,-1.9838866666666668,-1.0751720000000002,15.581963,0.7487448125437941,0.3908210034052352,2.745736482564582,2.9808533333333336,1.582325,3.44,-1.9551366666666665,-1.0118660000000004,2.18,3.6517666474416854,0.0,0.0,0.4489972083845884,3.803732819999718,0.0,0.0,0.0,0.0,0.0,0.0,0.5510027916154117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,As2O3,As2O3_Va_O2,3.9215056666666666,4.464190666666667,3.3312,0.065577095306823,0.0,0.7470505914536735,0.1873723132395036,-1.6290845505,0.016490419666487035,0.0,0.8322899784503707,0.1512196018831425,-1.9733966666666667,-1.042777,15.027031,1.1209234111052813,0.5697353842103366,2.6515650881606163,2.9808533333333336,1.582325,3.44,-1.9733966666666667,-0.995641,2.18,3.61912449772006,0.0,0.0,0.37425800647667923,3.7566707099998755,0.0,0.0,0.0,0.0,0.0,0.0,0.6257419935233207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,As2O3,As2O3_Va_O3,3.9215056666666666,4.464190666666667,3.3312,0.065577095306823,0.0,0.7470505914536735,0.1873723132395036,-1.6290845505,0.016490419666487035,0.0,0.8322899784503707,0.1512196018831425,-1.9551366666666665,-1.011864,17.333401,1.0775313244838869,0.5816154041672956,2.6571443525075127,2.9315700000000002,1.582334,3.44,-1.9838866666666668,-1.0751470000000003,2.18,3.7018856453418607,0.0,0.0,0.3786859940535814,3.7697533399999745,0.0,0.0,0.0,0.0,0.0,0.0,0.6213140059464185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,As2Pb3O8,As2Pb3O8_Va_O1,4.870617666666667,22.20370266666667,3.2885999999999997,0.01981354638973734,0.0,0.7324779542722679,0.2477084993379941,-1.7352351134615382,0.024107348010433967,0.0,0.746221843872413,0.2296708081171534,-2.1443133333333333,-1.2244900000000003,16.361848,1.491949954201816,0.8356767581814479,2.6860742046445267,3.662673333333333,2.482071,2.33,3.4713366666666663,1.641366,2.18,2.7630077039862124,0.0,0.0,0.35439997308577764,2.7753270799997924,0.0,0.0,0.0,0.0,0.3968682570429805,0.0,0.248731769871242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,As2Pb3O8,As2Pb3O8_Va_O2,4.870617666666667,22.20370266666667,3.2885999999999997,0.01981354638973734,0.0,0.7324779542722679,0.2477084993379941,-1.7352351134615382,0.024107348010433967,0.0,0.746221843872413,0.2296708081171534,-2.2625266666666666,-1.2391829999999997,15.592335,1.4174785319792054,0.7791551689830263,2.7042365259736325,3.662673333333333,2.472043,2.33,3.4713366666666663,1.6413509999999998,2.18,2.9586236071888488,0.0,0.0,0.36894314379461085,3.1714331199999695,0.0,0.0,0.0,0.0,0.3957877652828223,0.0,0.23526909092256698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,As2Pb3O8,As2Pb3O8_Va_O3,4.870617666666667,22.20370266666667,3.2885999999999997,0.01981354638973734,0.0,0.7324779542722679,0.2477084993379941,-1.7352351134615382,0.024107348010433967,0.0,0.746221843872413,0.2296708081171534,-2.30878,-1.2204689999999996,15.092086,1.357894966841461,0.7567476181305021,2.7163595941283405,3.662673333333333,2.482071,2.33,3.4713366666666663,1.641366,2.18,2.9774057862274157,0.0,0.0,0.38118958261951685,3.1593086699998683,0.0,0.0,0.0,0.0,0.373738133518328,0.0,0.24507228386215513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,As2Pb3O8,As2Pb3O8_Va_O4,4.870617666666667,22.20370266666667,3.2885999999999997,0.01981354638973734,0.0,0.7324779542722679,0.2477084993379941,-1.7352351134615382,0.024107348010433967,0.0,0.746221843872413,0.2296708081171534,-2.1547366666666665,-1.288608,16.950896,1.0717581486416272,0.6335041778723773,2.7686470002631878,3.662673333333333,2.482071,3.44,-2.1547366666666665,-1.272825,2.18,2.651400752553627,0.0,0.0,0.43178921492323663,2.759128609999957,0.0,0.0,0.0,0.0,0.29728392973272744,0.0,0.27092685534403593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
